noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
sketch,founder,panicked,HIGH,psychological,The founder began to,The sketch began to,The founder panicked and began to,The sketch fell and began to,The sketch panicked and began to,0,VERB
vest,minister,stepped,HIGH,physical,The minister became very,The vest became very,The minister stepped and became very,The vest fell and became very,The vest stepped and became very,3,ADJ
sleigh,sheriff,rambled,HIGH-MID,physical,The sheriff began to,The sleigh began to,The sheriff rambled and began to,The sleigh fell and began to,The sleigh rambled and began to,0,VERB
ion,analyst,flushed,HIGH-MID,physical,The analyst began to,The ion began to,The analyst flushed and began to,The ion fell and began to,The ion flushed and began to,0,VERB
pants,cousin,cursed,HIGH,psychological,The cousin became very,The pants became very,The cousin cursed and became very,The pants fell and became very,The pants cursed and became very,3,ADJ
hat,niece,staggered,HIGH-MID,physical,The niece started to,The hat started to,The niece staggered and started to,The hat fell and started to,The hat staggered and started to,1,VERB
bouquet,secretary of state,squatted,HIGH,physical,The secretary of state began to,The bouquet began to,The secretary of state squatted and began to,The bouquet fell and began to,The bouquet squatted and began to,0,VERB
jacket,chairman,stared,HIGH,physical,The chairman started to,The jacket started to,The chairman stared and started to,The jacket fell and started to,The jacket stared and started to,1,VERB
telephone,president,jogged,HIGH-MID,physical,The president started to,The telephone started to,The president jogged and started to,The telephone fell and started to,The telephone jogged and started to,1,VERB
mirror,reporter,disagreed,HIGH-MID,psychological,The reporter was very,The mirror was very,The reporter disagreed and was very,The mirror fell and was very,The mirror disagreed and was very,2,ADJ
screen,manager,yawned,HIGH,physical,The manager began to,The screen began to,The manager yawned and began to,The screen fell and began to,The screen yawned and began to,0,VERB
clock,collector,enquired,HIGH,psychological,The collector started to,The clock started to,The collector enquired and started to,The clock fell and started to,The clock enquired and started to,1,VERB
train,vice president,spoke,HIGH,psychological,The vice president became very,The train became very,The vice president spoke and became very,The train fell and became very,The train spoke and became very,3,ADJ
letter,physician,leaned,HIGH,physical,The physician was very,The letter was very,The physician leaned and was very,The letter fell and was very,The letter leaned and was very,2,ADJ
sock,physician,lamented,HIGH,psychological,The physician began to,The sock began to,The physician lamented and began to,The sock fell and began to,The sock lamented and began to,0,VERB
scroll,pastor,laughed,HIGH,physical,The pastor began to,The scroll began to,The pastor laughed and began to,The scroll fell and began to,The scroll laughed and began to,0,VERB
stand,carpenter,flinched,HIGH,physical,The carpenter began to,The stand began to,The carpenter flinched and began to,The stand fell and began to,The stand flinched and began to,0,VERB
wallet,writer,sobbed,HIGH,physical,The writer became very,The wallet became very,The writer sobbed and became very,The wallet fell and became very,The wallet sobbed and became very,3,ADJ
television,prime minister,stole,HIGH-MID,psychological,The prime minister began to,The television began to,The prime minister stole and began to,The television fell and began to,The television stole and began to,0,VERB
street,pilot,drank,HIGH,physical,The pilot became very,The street became very,The pilot drank and became very,The street fell and became very,The street drank and became very,3,ADJ
battery,aunt,knew,HIGH,psychological,The aunt was very,The battery was very,The aunt knew and was very,The battery fell and was very,The battery knew and was very,2,ADJ
telephone,detective,trained,HIGH-MID,psychological,The detective was very,The telephone was very,The detective trained and was very,The telephone fell and was very,The telephone trained and was very,2,ADJ
dime,judge,swallowed,HIGH,physical,The judge began to,The dime began to,The judge swallowed and began to,The dime fell and began to,The dime swallowed and began to,0,VERB
well,vice president,clapped,HIGH,physical,The vice president was very,The well was very,The vice president clapped and was very,The well fell and was very,The well clapped and was very,2,ADJ
helmet,vice president,paced,HIGH,physical,The vice president started to,The helmet started to,The vice president paced and started to,The helmet fell and started to,The helmet paced and started to,1,VERB
broom,husband,whispered,HIGH,physical,The husband started to,The broom started to,The husband whispered and started to,The broom fell and started to,The broom whispered and started to,1,VERB
record,editor,lamented,HIGH,psychological,The editor became very,The record became very,The editor lamented and became very,The record fell and became very,The record lamented and became very,3,ADJ
biscuit,sheriff,jumped,HIGH-MID,physical,The sheriff began to,The biscuit began to,The sheriff jumped and began to,The biscuit fell and began to,The biscuit jumped and began to,0,VERB
wheel,counsel,walked,HIGH,physical,The counsel was very,The wheel was very,The counsel walked and was very,The wheel fell and was very,The wheel walked and was very,2,ADJ
desk,director,applauded,HIGH-MID,psychological,The director began to,The desk began to,The director applauded and began to,The desk fell and began to,The desk applauded and began to,0,VERB
moccasin,editor,paid,HIGH-MID,psychological,The editor was very,The moccasin was very,The editor paid and was very,The moccasin fell and was very,The moccasin paid and was very,2,ADJ
suitcase,chef,read,HIGH,psychological,The chef started to,The suitcase started to,The chef read and started to,The suitcase fell and started to,The suitcase read and started to,1,VERB
leaf,aunt,blinked,HIGH,physical,The aunt was very,The leaf was very,The aunt blinked and was very,The leaf fell and was very,The leaf blinked and was very,2,ADJ
corpse,nurse,trotted,HIGH-MID,physical,The nurse was very,The corpse was very,The nurse trotted and was very,The corpse fell and was very,The corpse trotted and was very,2,ADJ
television,director,grinned,HIGH,physical,The director was very,The television was very,The director grinned and was very,The television fell and was very,The television grinned and was very,2,ADJ
envelope,partner,whistled,HIGH-MID,physical,The partner started to,The envelope started to,The partner whistled and started to,The envelope fell and started to,The envelope whistled and started to,1,VERB
boot,psychologist,shivered,HIGH,physical,The psychologist was very,The boot was very,The psychologist shivered and was very,The boot fell and was very,The boot shivered and was very,2,ADJ
penny,attorney general,swallowed,HIGH,physical,The attorney general started to,The penny started to,The attorney general swallowed and started to,The penny fell and started to,The penny swallowed and started to,1,VERB
gun,granddaughter,dozed,HIGH,physical,The granddaughter started to,The gun started to,The granddaughter dozed and started to,The gun fell and started to,The gun dozed and started to,1,VERB
