noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
firewood,person,swallowed,HIGH,physical,The person became very,The firewood became very,"After it swallowed, the person became very","After it fell, the firewood became very","After it swallowed, the firewood became very",3,ADJ
ship,woman,bellowed,HIGH,physical,The woman started to,The ship started to,"After it bellowed, the woman started to","After it fell, the ship started to","After it bellowed, the ship started to",1,VERB
glass,child,visited,HIGH,psychological,The child started to,The glass started to,"After it visited, the child started to","After it fell, the glass started to","After it visited, the glass started to",1,VERB
glass,man,meditated,HIGH,psychological,The man began to,The glass began to,"After it meditated, the man began to","After it fell, the glass began to","After it meditated, the glass began to",0,VERB
ski,man,breathed,HIGH,physical,The man became very,The ski became very,"After it breathed, the man became very","After it fell, the ski became very","After it breathed, the ski became very",3,ADJ
sofa,girl,hastened,HIGH-MID,psychological,The girl was very,The sofa was very,"After it hastened, the girl was very","After it fell, the sofa was very","After it hastened, the sofa was very",2,ADJ
clarinet,child,fumbled,HIGH,physical,The child became very,The clarinet became very,"After it fumbled, the child became very","After it fell, the clarinet became very","After it fumbled, the clarinet became very",3,ADJ
harp,boy,enlisted,HIGH-MID,psychological,The boy was very,The harp was very,"After it enlisted, the boy was very","After it fell, the harp was very","After it enlisted, the harp was very",2,ADJ
bench,man,yawned,HIGH,physical,The man began to,The bench began to,"After it yawned, the man began to","After it fell, the bench began to","After it yawned, the bench began to",0,VERB
tablespoon,child,frowned,HIGH,physical,The child started to,The tablespoon started to,"After it frowned, the child started to","After it fell, the tablespoon started to","After it frowned, the tablespoon started to",1,VERB
clock,girl,sat,HIGH,physical,The girl began to,The clock began to,"After it sat, the girl began to","After it fell, the clock began to","After it sat, the clock began to",0,VERB
fruit,child,frowned,HIGH,physical,The child began to,The fruit began to,"After it frowned, the child began to","After it fell, the fruit began to","After it frowned, the fruit began to",0,VERB
pool,girl,shuddered,HIGH-MID,physical,The girl began to,The pool began to,"After it shuddered, the girl began to","After it fell, the pool began to","After it shuddered, the pool began to",0,VERB
tire,woman,evacuated,HIGH-MID,psychological,The woman began to,The tire began to,"After it evacuated, the woman began to","After it fell, the tire began to","After it evacuated, the tire began to",0,VERB
bra,girl,bowed,HIGH-MID,physical,The girl was very,The bra was very,"After it bowed, the girl was very","After it fell, the bra was very","After it bowed, the bra was very",2,ADJ
oar,boy,commented,HIGH-MID,psychological,The boy started to,The oar started to,"After it commented, the boy started to","After it fell, the oar started to","After it commented, the oar started to",1,VERB
sock,child,pounced,HIGH-MID,physical,The child was very,The sock was very,"After it pounced, the child was very","After it fell, the sock was very","After it pounced, the sock was very",2,ADJ
penny,boy,crawled,HIGH-MID,physical,The boy began to,The penny began to,"After it crawled, the boy began to","After it fell, the penny began to","After it crawled, the penny began to",0,VERB
record,woman,consented,HIGH-MID,psychological,The woman was very,The record was very,"After it consented, the woman was very","After it fell, the record was very","After it consented, the record was very",2,ADJ
barrel,girl,spit,HIGH,physical,The girl was very,The barrel was very,"After it spit, the girl was very","After it fell, the barrel was very","After it spit, the barrel was very",2,ADJ
ring,person,misunderstood,HIGH,psychological,The person started to,The ring started to,"After it misunderstood, the person started to","After it fell, the ring started to","After it misunderstood, the ring started to",1,VERB
candy,man,hissed,HIGH-MID,physical,The man became very,The candy became very,"After it hissed, the man became very","After it fell, the candy became very","After it hissed, the candy became very",3,ADJ
jar,woman,clapped,HIGH,physical,The woman was very,The jar was very,"After it clapped, the woman was very","After it fell, the jar was very","After it clapped, the jar was very",2,ADJ
jacket,child,glared,HIGH,physical,The child became very,The jacket became very,"After it glared, the child became very","After it fell, the jacket became very","After it glared, the jacket became very",3,ADJ
costume,person,gasped,HIGH,physical,The person started to,The costume started to,"After it gasped, the person started to","After it fell, the costume started to","After it gasped, the costume started to",1,VERB
firewood,girl,shuddered,HIGH-MID,physical,The girl began to,The firewood began to,"After it shuddered, the girl began to","After it fell, the firewood began to","After it shuddered, the firewood began to",0,VERB
stove,man,mumbled,HIGH,physical,The man started to,The stove started to,"After it mumbled, the man started to","After it fell, the stove started to","After it mumbled, the stove started to",1,VERB
bullet,woman,confessed,HIGH,psychological,The woman started to,The bullet started to,"After it confessed, the woman started to","After it fell, the bullet started to","After it confessed, the bullet started to",1,VERB
football,woman,sang,HIGH-MID,physical,The woman began to,The football began to,"After it sang, the woman began to","After it fell, the football began to","After it sang, the football began to",0,VERB
ring,girl,breathed,HIGH,physical,The girl was very,The ring was very,"After it breathed, the girl was very","After it fell, the ring was very","After it breathed, the ring was very",2,ADJ
prune,man,shaved,HIGH,physical,The man started to,The prune started to,"After it shaved, the man started to","After it fell, the prune started to","After it shaved, the prune started to",1,VERB
figure,person,revelled,HIGH,psychological,The person became very,The figure became very,"After it revelled, the person became very","After it fell, the figure became very","After it revelled, the figure became very",3,ADJ
tube,child,giggled,HIGH,physical,The child began to,The tube began to,"After it giggled, the child began to","After it fell, the tube began to","After it giggled, the tube began to",0,VERB
coffin,person,panicked,HIGH,psychological,The person became very,The coffin became very,"After it panicked, the person became very","After it fell, the coffin became very","After it panicked, the coffin became very",3,ADJ
ornament,child,wept,HIGH,physical,The child began to,The ornament began to,"After it wept, the child began to","After it fell, the ornament began to","After it wept, the ornament began to",0,VERB
